               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.096584,            0.029792,            0.026507,           0.0075273,             0.13802,           0.0048941,          0.00079096,            0.091012,            0.023492,            0.025436,              0.0006,              0.0006,              0.0946
                   1,             0.09059,             0.03274,            0.025744,            0.006326,             0.12227,           0.0036904,          0.00070482,            0.089189,            0.024045,            0.024805,             0.00121,             0.00121,             0.08911
                   2,            0.087617,            0.033217,            0.025371,           0.0096955,             0.07217,           0.0041842,          0.00089995,            0.086376,            0.024606,            0.024122,           0.0018198,           0.0018198,             0.08362
                   3,             0.08367,            0.035173,             0.02508,           0.0063905,             0.24816,           0.0038961,          0.00078837,            0.082302,            0.026085,            0.023613,           0.0024295,           0.0024295,            0.078129
                   4,            0.080141,            0.036985,            0.024611,            0.028482,            0.067004,            0.011398,           0.0024218,            0.079624,            0.026606,            0.022835,           0.0030388,           0.0030388,            0.072639
                   5,            0.074128,            0.037675,            0.023628,             0.15802,             0.20974,             0.14657,            0.039581,             0.06721,            0.027926,            0.020587,           0.0036477,           0.0036477,            0.067148
                   6,            0.067864,            0.037715,            0.021854,             0.28752,             0.35116,             0.29643,             0.10809,            0.062413,            0.025802,            0.017606,           0.0042562,           0.0042562,            0.061656
                   7,            0.060313,            0.033854,            0.019616,             0.46819,             0.47806,             0.48171,             0.21171,            0.056484,            0.022327,            0.014001,           0.0048641,           0.0048641,            0.056164
                   8,            0.055957,            0.030976,            0.016978,             0.69123,             0.57253,             0.63022,             0.26708,            0.053047,            0.019585,            0.011776,           0.0054714,           0.0054714,            0.050671
                   9,            0.052048,            0.027254,            0.015303,             0.78027,             0.56009,             0.61122,             0.24805,            0.053513,            0.018092,            0.010947,           0.0060778,           0.0060778,            0.045178
                  10,            0.050927,              0.0269,              0.0134,             0.79614,             0.68199,             0.74686,             0.34685,            0.048879,            0.017825,           0.0087494,           0.0066835,           0.0066835,            0.039683
                  11,            0.049263,            0.025823,            0.012328,             0.60949,             0.55786,             0.55485,             0.25612,            0.051587,            0.019145,           0.0096467,           0.0072882,           0.0072882,            0.034188
                  12,            0.049231,             0.02494,            0.011242,              0.7741,             0.66857,             0.74128,             0.36723,            0.043871,            0.015588,            0.009321,           0.0078919,           0.0078919,            0.028692
                  13,            0.047633,            0.024689,            0.010362,             0.75809,             0.76549,             0.79918,             0.40427,            0.044181,            0.016412,           0.0055912,           0.0084945,           0.0084945,            0.023194
                  14,             0.04695,            0.023619,           0.0098482,             0.82079,             0.78098,              0.8226,             0.43312,            0.041716,             0.01455,           0.0047425,           0.0090959,           0.0090959,            0.017696
                  15,            0.045912,            0.022823,           0.0095547,             0.66958,             0.62965,             0.64047,             0.32326,            0.044368,            0.019791,           0.0068164,            0.009696,            0.009696,            0.012196
                  16,            0.044533,            0.023321,           0.0094604,             0.81485,             0.77121,             0.81695,              0.4091,            0.042203,            0.014111,           0.0057507,            0.009937,            0.009937,            0.009937
                  17,            0.043575,            0.023345,           0.0088488,             0.83149,             0.74211,             0.81885,             0.45307,            0.041113,             0.01383,           0.0061635,            0.009937,            0.009937,            0.009937
                  18,            0.042082,            0.022828,           0.0081222,              0.7966,             0.73636,              0.8054,             0.41507,            0.042399,            0.015245,           0.0056167,           0.0099289,           0.0099289,           0.0099289
                  19,            0.041293,             0.02215,           0.0079241,             0.83969,              0.6719,             0.78142,             0.42025,             0.04117,            0.014124,           0.0074499,           0.0099203,           0.0099203,           0.0099203
                  20,            0.040682,             0.02205,           0.0079431,             0.81063,             0.78783,             0.84755,             0.44751,            0.040593,            0.013892,           0.0049333,           0.0099112,           0.0099112,           0.0099112
                  21,            0.040709,            0.022007,            0.007601,             0.86434,             0.74713,             0.85584,             0.46621,            0.038788,            0.012839,           0.0047825,           0.0099017,           0.0099017,           0.0099017
                  22,            0.038549,            0.021312,           0.0071987,             0.79823,             0.79344,             0.84047,              0.4512,            0.039048,            0.013038,           0.0041034,           0.0098916,           0.0098916,           0.0098916
                  23,            0.039877,            0.020945,           0.0072265,             0.84024,             0.81671,             0.84852,             0.47227,            0.037442,            0.013622,           0.0041332,           0.0098811,           0.0098811,           0.0098811
                  24,            0.038575,            0.021051,             0.00636,             0.85182,              0.8072,             0.85683,              0.4488,            0.040215,            0.012848,           0.0039975,           0.0098701,           0.0098701,           0.0098701
                  25,            0.039104,            0.021261,           0.0068246,             0.89588,             0.81296,             0.87342,             0.48863,            0.037358,            0.012744,           0.0037518,           0.0098586,           0.0098586,           0.0098586
                  26,            0.038385,            0.020888,           0.0066997,             0.84296,              0.7787,             0.83778,              0.4552,            0.038695,            0.013041,           0.0048429,           0.0098467,           0.0098467,           0.0098467
                  27,            0.037326,            0.020999,           0.0064719,             0.81555,             0.81606,             0.85146,             0.47944,            0.036506,            0.012796,            0.003775,           0.0098342,           0.0098342,           0.0098342
                  28,            0.037164,             0.02005,           0.0064398,             0.81701,             0.74309,             0.81711,             0.44393,            0.038336,            0.012928,           0.0064804,           0.0098213,           0.0098213,           0.0098213
                  29,            0.036841,            0.019917,           0.0059319,             0.89476,             0.78628,             0.87027,             0.47321,            0.037819,            0.012903,           0.0042568,           0.0098079,           0.0098079,           0.0098079
                  30,            0.036598,            0.020655,           0.0059035,             0.81043,             0.81129,             0.84967,             0.45101,            0.039516,            0.012661,            0.005175,           0.0097941,           0.0097941,           0.0097941
                  31,            0.036624,            0.020101,           0.0057197,             0.84894,             0.81482,             0.86716,             0.48434,             0.03721,            0.012409,            0.004264,           0.0097798,           0.0097798,           0.0097798
                  32,            0.035666,            0.019513,            0.006239,             0.83614,             0.78845,             0.84379,             0.49501,            0.036601,            0.012058,           0.0040417,            0.009765,            0.009765,            0.009765
                  33,            0.035778,            0.020333,           0.0057953,             0.89744,             0.72034,             0.83831,             0.44821,            0.038759,            0.013045,           0.0055353,           0.0097497,           0.0097497,           0.0097497
                  34,            0.035817,             0.01999,           0.0055309,             0.85889,             0.82279,             0.88983,             0.49243,            0.036476,            0.012211,           0.0041587,            0.009734,            0.009734,            0.009734
                  35,            0.035546,            0.020263,           0.0056087,             0.83521,             0.80386,              0.8561,             0.47534,              0.0365,            0.012262,           0.0050822,           0.0097178,           0.0097178,           0.0097178
                  36,            0.035383,            0.019767,           0.0052548,             0.89899,             0.79849,             0.87163,             0.49905,            0.036721,            0.012684,           0.0038179,           0.0097011,           0.0097011,           0.0097011
                  37,            0.035253,            0.019882,           0.0056807,             0.83685,             0.84435,              0.8712,             0.49798,            0.036277,            0.012806,           0.0040294,            0.009684,            0.009684,            0.009684
                  38,            0.034454,            0.019237,           0.0053944,             0.82335,             0.84609,              0.8719,             0.50534,              0.0353,            0.012105,           0.0040446,           0.0096664,           0.0096664,           0.0096664
                  39,             0.03466,            0.019438,           0.0052159,             0.85948,             0.81733,             0.87366,             0.49347,            0.036176,            0.012167,           0.0033923,           0.0096484,           0.0096484,           0.0096484
                  40,            0.034903,            0.019733,            0.005546,             0.88004,             0.81025,             0.88879,             0.50421,             0.03522,            0.012072,           0.0046553,           0.0096299,           0.0096299,           0.0096299
                  41,            0.033465,            0.018495,           0.0050091,             0.87722,             0.83896,             0.89391,             0.51142,            0.034698,            0.011991,           0.0031532,            0.009611,            0.009611,            0.009611
                  42,            0.033609,            0.019141,           0.0052355,             0.90743,             0.80107,              0.8915,             0.51512,            0.034931,            0.012125,           0.0038815,           0.0095916,           0.0095916,           0.0095916
                  43,            0.033791,             0.01886,           0.0054085,             0.83631,             0.85306,             0.88831,             0.50735,            0.034922,            0.012386,           0.0032133,           0.0095717,           0.0095717,           0.0095717
                  44,            0.033585,            0.018922,           0.0050288,             0.94231,             0.76484,             0.88923,             0.50131,            0.035867,            0.011947,           0.0043625,           0.0095514,           0.0095514,           0.0095514
                  45,            0.033898,            0.019152,           0.0050676,             0.89472,              0.8223,              0.8919,             0.50485,             0.03512,            0.011891,           0.0035439,           0.0095307,           0.0095307,           0.0095307
                  46,             0.03248,            0.018399,           0.0047928,             0.88247,             0.75402,             0.85747,             0.49043,            0.035757,            0.012259,           0.0049114,           0.0095095,           0.0095095,           0.0095095
                  47,            0.032828,            0.018408,           0.0050785,             0.88514,             0.78857,             0.88122,             0.50625,            0.036005,            0.012115,           0.0046708,           0.0094879,           0.0094879,           0.0094879
                  48,            0.032936,             0.01779,           0.0045344,             0.89623,             0.77644,             0.86518,             0.50054,            0.035076,            0.012156,           0.0041859,           0.0094659,           0.0094659,           0.0094659
                  49,              0.0328,            0.018281,           0.0050042,             0.86487,             0.77143,             0.85394,             0.49391,             0.03534,            0.012371,           0.0049123,           0.0094434,           0.0094434,           0.0094434
                  50,            0.032474,            0.018127,           0.0046324,             0.85788,             0.84659,             0.89499,             0.52475,            0.034303,            0.011809,           0.0037587,           0.0094205,           0.0094205,           0.0094205
                  51,            0.032778,            0.018605,           0.0049164,             0.85798,             0.86106,             0.89762,             0.52081,            0.033976,            0.011966,           0.0036893,           0.0093971,           0.0093971,           0.0093971
                  52,             0.03257,            0.018217,           0.0046736,              0.8796,             0.82579,             0.88154,             0.50355,            0.034613,             0.01221,           0.0043089,           0.0093733,           0.0093733,           0.0093733
                  53,            0.031991,            0.018469,           0.0046631,             0.91716,             0.81155,             0.88464,             0.50676,            0.036038,            0.011868,           0.0032905,           0.0093491,           0.0093491,           0.0093491
                  54,            0.031994,            0.018183,           0.0047864,             0.89272,             0.80113,             0.87884,               0.532,            0.034278,            0.011743,           0.0040786,           0.0093245,           0.0093245,           0.0093245
                  55,            0.031533,            0.017735,           0.0043815,             0.91085,             0.80527,             0.89827,             0.51547,            0.034794,            0.011968,           0.0034481,           0.0092995,           0.0092995,           0.0092995
                  56,            0.031881,            0.017638,           0.0046817,             0.89595,             0.84006,             0.89677,             0.53221,            0.034872,            0.011441,           0.0029423,            0.009274,            0.009274,            0.009274
                  57,            0.031358,            0.018095,           0.0046273,             0.91552,             0.78577,             0.89156,             0.51888,            0.034291,            0.011972,           0.0033166,           0.0092481,           0.0092481,           0.0092481
                  58,            0.031998,            0.017877,           0.0043847,             0.90682,             0.79737,             0.87143,             0.50704,            0.035229,            0.011865,           0.0033131,           0.0092219,           0.0092219,           0.0092219
                  59,            0.031381,            0.017775,           0.0040716,             0.88924,             0.81945,             0.89851,             0.52794,            0.033854,            0.011583,           0.0033528,           0.0091952,           0.0091952,           0.0091952
                  60,            0.030774,            0.017516,           0.0044154,             0.87376,             0.83087,             0.88833,             0.53336,            0.034342,            0.011778,           0.0040328,           0.0091681,           0.0091681,           0.0091681
                  61,            0.030056,            0.016698,           0.0042658,             0.89937,             0.82015,             0.88915,             0.53534,            0.034462,            0.011644,           0.0031352,           0.0091406,           0.0091406,           0.0091406
                  62,            0.031044,            0.017356,           0.0045581,             0.89087,             0.83642,             0.90794,             0.54317,            0.034146,            0.011189,           0.0035922,           0.0091127,           0.0091127,           0.0091127
                  63,             0.03097,            0.017573,           0.0043494,             0.86659,             0.81482,             0.88195,             0.48623,            0.037265,             0.01156,           0.0047642,           0.0090844,           0.0090844,           0.0090844
                  64,            0.030856,            0.017654,           0.0042046,             0.92532,             0.83541,             0.91113,             0.54417,            0.033772,            0.011542,           0.0037982,           0.0090557,           0.0090557,           0.0090557
                  65,            0.031017,            0.016914,           0.0044785,             0.89596,             0.82385,             0.90473,             0.52662,            0.033889,            0.011616,           0.0029383,           0.0090266,           0.0090266,           0.0090266
                  66,            0.030443,            0.017171,           0.0043966,             0.94682,             0.76696,             0.87789,             0.50893,             0.03481,            0.011938,           0.0048501,           0.0089972,           0.0089972,           0.0089972
                  67,            0.030867,            0.017936,           0.0039871,             0.86725,             0.84299,             0.88052,             0.49553,             0.03747,            0.011745,           0.0035101,           0.0089673,           0.0089673,           0.0089673
                  68,             0.03083,            0.016985,           0.0044554,             0.88677,             0.84196,             0.90088,             0.52143,            0.035266,            0.011842,           0.0037346,           0.0089371,           0.0089371,           0.0089371
                  69,            0.030928,             0.01768,           0.0042129,             0.90244,             0.81594,             0.89585,             0.52744,            0.034739,            0.011425,           0.0039459,           0.0089065,           0.0089065,           0.0089065
                  70,            0.030345,            0.016877,            0.003907,              0.8571,             0.87079,             0.90631,             0.54634,            0.033914,            0.011704,           0.0036489,           0.0088755,           0.0088755,           0.0088755
                  71,            0.030043,              0.0168,           0.0037946,             0.91671,             0.80718,             0.90076,             0.54765,            0.033467,            0.011332,           0.0032427,           0.0088442,           0.0088442,           0.0088442
                  72,            0.030407,            0.016957,           0.0040601,             0.89843,             0.82659,               0.908,             0.54672,             0.03359,            0.011476,           0.0034864,           0.0088124,           0.0088124,           0.0088124
                  73,            0.030011,            0.017201,           0.0041257,             0.92374,             0.77739,             0.89984,             0.53411,            0.034547,            0.011607,           0.0043885,           0.0087804,           0.0087804,           0.0087804
                  74,            0.030813,            0.017244,           0.0041951,             0.86626,             0.85033,             0.90136,             0.52961,            0.034221,            0.011548,           0.0030457,           0.0087479,           0.0087479,           0.0087479
                  75,            0.029831,            0.017019,           0.0038402,             0.87809,             0.85514,             0.91027,             0.55348,            0.032459,            0.011335,           0.0031075,           0.0087151,           0.0087151,           0.0087151
                  76,            0.029738,             0.01654,           0.0039126,             0.87418,             0.85236,             0.90034,             0.54736,            0.034403,            0.011334,           0.0035835,            0.008682,            0.008682,            0.008682
                  77,             0.02958,            0.016849,           0.0039261,              0.9232,             0.81896,             0.90351,             0.55436,            0.033225,            0.011341,           0.0030562,           0.0086485,           0.0086485,           0.0086485
                  78,            0.029524,            0.016853,           0.0041392,             0.87705,             0.84616,             0.89223,             0.51835,            0.034548,            0.011698,           0.0044893,           0.0086146,           0.0086146,           0.0086146
                  79,            0.029537,            0.016859,           0.0040175,             0.88913,             0.84875,              0.8988,             0.55159,            0.033673,            0.011424,           0.0034071,           0.0085805,           0.0085805,           0.0085805
                  80,            0.029343,            0.016315,           0.0040359,             0.88323,             0.86102,             0.89811,             0.54371,            0.033572,            0.011385,           0.0036469,           0.0085459,           0.0085459,           0.0085459
                  81,             0.02968,             0.01647,           0.0036358,             0.88487,              0.8473,             0.90025,             0.55214,            0.032819,            0.011372,           0.0037946,           0.0085111,           0.0085111,           0.0085111
                  82,            0.029862,             0.01694,           0.0038502,             0.92151,             0.81365,             0.87256,             0.51968,            0.034764,             0.01122,           0.0044071,           0.0084759,           0.0084759,           0.0084759
                  83,            0.029707,            0.016843,           0.0039811,             0.90679,             0.84353,             0.89644,             0.55041,            0.034171,            0.011323,           0.0036505,           0.0084404,           0.0084404,           0.0084404
                  84,            0.028886,             0.01591,           0.0039917,             0.89273,             0.86113,              0.9069,              0.5526,            0.033138,            0.011307,           0.0034522,           0.0084046,           0.0084046,           0.0084046
                  85,            0.029474,             0.01706,            0.003818,              0.9394,             0.82715,             0.90356,             0.54857,            0.033525,            0.011431,            0.003239,           0.0083684,           0.0083684,           0.0083684
                  86,            0.029076,            0.016277,           0.0036111,             0.91156,             0.82385,             0.89876,             0.54605,            0.033644,            0.011413,           0.0039814,           0.0083319,           0.0083319,           0.0083319
                  87,             0.02853,            0.016333,           0.0040046,             0.87215,             0.86394,             0.90655,             0.53972,            0.033673,            0.011525,           0.0029399,           0.0082952,           0.0082952,           0.0082952
                  88,            0.028475,             0.01575,           0.0035463,             0.89039,              0.8345,             0.87935,             0.51244,            0.035944,            0.011544,           0.0039005,           0.0082581,           0.0082581,           0.0082581
                  89,            0.028998,            0.016481,              0.0035,             0.88534,             0.85718,             0.90636,             0.56245,            0.032854,            0.011303,           0.0032743,           0.0082207,           0.0082207,           0.0082207
                  90,             0.02892,            0.016587,           0.0037509,             0.92785,             0.81237,             0.90009,             0.55312,            0.032916,            0.011313,           0.0034376,            0.008183,            0.008183,            0.008183
                  91,            0.028858,            0.016382,           0.0038134,             0.90999,             0.83983,             0.91614,             0.55332,            0.032544,            0.011396,           0.0032299,            0.008145,            0.008145,            0.008145
                  92,            0.027545,            0.015998,           0.0036882,             0.90178,             0.85038,             0.90947,             0.56136,            0.032971,             0.01109,           0.0034264,           0.0081068,           0.0081068,           0.0081068
                  93,            0.027844,            0.015876,           0.0036557,             0.89453,             0.87357,             0.92235,             0.55524,            0.032803,            0.011049,           0.0023471,           0.0080682,           0.0080682,           0.0080682
                  94,             0.02834,            0.016027,           0.0037078,             0.90128,             0.83203,             0.90805,             0.54988,            0.032541,            0.011179,           0.0038957,           0.0080294,           0.0080294,           0.0080294
                  95,            0.027783,             0.01599,            0.003697,             0.89883,             0.83632,             0.90126,             0.55497,            0.033321,             0.01132,           0.0036278,           0.0079903,           0.0079903,           0.0079903
                  96,            0.028524,            0.016026,           0.0034653,             0.91631,              0.8329,             0.90997,             0.55164,            0.033756,            0.011138,           0.0036707,           0.0079509,           0.0079509,           0.0079509
                  97,            0.027662,            0.015922,           0.0034054,              0.9011,             0.84592,              0.9054,             0.53901,            0.034873,            0.011295,            0.003406,           0.0079112,           0.0079112,           0.0079112
                  98,            0.028409,            0.016083,           0.0036539,             0.88457,             0.86339,             0.90601,             0.55357,            0.033931,            0.011293,           0.0039969,           0.0078713,           0.0078713,           0.0078713
                  99,            0.028588,            0.015847,           0.0035019,             0.90507,             0.84801,             0.90725,             0.56257,            0.033372,             0.01123,           0.0034547,           0.0078311,           0.0078311,           0.0078311
                 100,            0.027866,            0.015922,            0.003392,             0.87219,             0.88406,             0.91446,             0.55622,             0.03304,            0.011243,           0.0028143,           0.0077907,           0.0077907,           0.0077907
                 101,            0.027901,            0.015409,           0.0035295,             0.91779,             0.83798,             0.91183,             0.54068,            0.033866,            0.011168,           0.0028433,             0.00775,             0.00775,             0.00775
                 102,            0.028094,            0.015514,            0.003436,             0.89316,             0.87171,             0.91958,             0.57151,            0.032183,             0.01126,           0.0023535,           0.0077091,           0.0077091,           0.0077091
                 103,            0.028242,            0.015844,           0.0034237,             0.91748,             0.85565,             0.92085,              0.5475,            0.033823,            0.011153,           0.0030373,           0.0076679,           0.0076679,           0.0076679
                 104,            0.028066,            0.015877,           0.0034713,             0.87422,             0.89196,             0.91324,             0.55209,            0.032845,             0.01117,           0.0033189,           0.0076265,           0.0076265,           0.0076265
                 105,            0.027497,            0.015421,           0.0035627,             0.89939,              0.8398,             0.91156,             0.54646,             0.03339,            0.011111,           0.0032236,           0.0075848,           0.0075848,           0.0075848
                 106,            0.027612,            0.015774,           0.0033237,             0.90831,             0.86036,             0.91739,             0.54426,            0.033605,            0.011206,           0.0036162,            0.007543,            0.007543,            0.007543
                 107,            0.026385,            0.014979,            0.003495,             0.94545,             0.81349,             0.90925,              0.5576,            0.033153,            0.010987,           0.0031465,           0.0075009,           0.0075009,           0.0075009
                 108,            0.027821,            0.016018,           0.0036257,             0.92944,             0.84539,             0.92443,              0.5579,            0.032923,             0.01067,           0.0033404,           0.0074585,           0.0074585,           0.0074585
                 109,             0.02727,            0.015572,           0.0033216,             0.87313,             0.85434,             0.89853,             0.54668,            0.034211,            0.010935,           0.0042541,            0.007416,            0.007416,            0.007416
                 110,            0.027392,            0.015257,            0.003742,             0.92151,             0.83058,             0.90233,             0.54994,            0.033678,            0.011219,           0.0042035,           0.0073733,           0.0073733,           0.0073733
                 111,            0.026714,            0.015056,           0.0035032,             0.90173,             0.85508,             0.91715,             0.55589,            0.033428,             0.01107,           0.0033517,           0.0073303,           0.0073303,           0.0073303
                 112,            0.027309,            0.015004,           0.0032905,             0.90826,             0.87093,             0.92403,             0.55503,            0.033555,            0.010959,           0.0031857,           0.0072872,           0.0072872,           0.0072872
                 113,            0.026868,            0.015173,           0.0033701,             0.89755,             0.86252,             0.91779,             0.56792,             0.03277,            0.011074,           0.0037312,           0.0072438,           0.0072438,           0.0072438
                 114,            0.027064,            0.015308,           0.0031351,             0.93787,             0.83375,             0.91755,             0.56842,            0.032522,            0.011425,           0.0029492,           0.0072003,           0.0072003,           0.0072003
                 115,            0.026663,            0.015314,           0.0035342,             0.92285,             0.85788,             0.91704,             0.56033,             0.03313,            0.011145,           0.0035008,           0.0071566,           0.0071566,           0.0071566
                 116,            0.027402,            0.015458,           0.0033315,             0.90059,             0.88562,             0.91958,             0.56584,            0.032822,            0.010898,           0.0030327,           0.0071127,           0.0071127,           0.0071127
                 117,            0.027129,            0.015406,           0.0029541,             0.92594,             0.83519,             0.91211,             0.56173,            0.032252,            0.010911,           0.0034408,           0.0070686,           0.0070686,           0.0070686
                 118,            0.026981,            0.015143,           0.0032988,             0.93803,             0.82045,             0.91564,             0.56149,            0.032117,            0.011116,           0.0031047,           0.0070243,           0.0070243,           0.0070243
                 119,            0.026151,            0.014818,           0.0032121,             0.92854,              0.8504,             0.92073,             0.57258,            0.031932,            0.010949,           0.0030241,           0.0069799,           0.0069799,           0.0069799
                 120,            0.027583,             0.01586,           0.0034724,             0.89041,             0.87567,             0.92018,             0.56769,            0.032539,            0.011027,            0.002778,           0.0069353,           0.0069353,           0.0069353
                 121,            0.026544,            0.014696,           0.0030055,             0.89066,             0.86714,             0.91714,             0.57621,            0.031538,            0.010794,           0.0030043,           0.0068906,           0.0068906,           0.0068906
                 122,            0.026667,            0.014883,           0.0031641,             0.93525,             0.83906,             0.91317,             0.56011,            0.032849,            0.011055,           0.0034136,           0.0068457,           0.0068457,           0.0068457
                 123,            0.026427,            0.014868,           0.0033251,             0.87614,             0.86177,             0.91576,             0.57465,             0.03219,            0.011021,           0.0035539,           0.0068006,           0.0068006,           0.0068006
                 124,            0.026354,            0.014845,           0.0029077,             0.92078,             0.84039,             0.91356,             0.55588,             0.03306,            0.011041,           0.0035252,           0.0067555,           0.0067555,           0.0067555
                 125,            0.026412,            0.015185,           0.0032174,             0.92967,             0.82284,              0.9087,             0.56912,             0.03231,            0.010918,           0.0034868,           0.0067101,           0.0067101,           0.0067101
                 126,            0.026559,            0.014967,           0.0031079,             0.90698,             0.87446,             0.92291,             0.57095,            0.032204,            0.010728,           0.0027911,           0.0066647,           0.0066647,           0.0066647
                 127,            0.026193,            0.015542,           0.0035448,             0.93239,             0.84726,              0.9286,             0.56471,            0.032371,            0.010888,            0.002766,           0.0066191,           0.0066191,           0.0066191
                 128,             0.02602,            0.014829,           0.0028128,             0.93289,             0.85351,             0.92269,             0.55791,              0.0331,            0.011042,           0.0031882,           0.0065734,           0.0065734,           0.0065734
                 129,            0.025721,            0.015271,           0.0032165,             0.93076,             0.82263,             0.92208,             0.56688,             0.03251,            0.010722,           0.0037291,           0.0065276,           0.0065276,           0.0065276
                 130,            0.026041,            0.015099,           0.0032307,             0.93066,              0.8433,             0.92444,             0.57684,            0.031973,            0.010911,           0.0030438,           0.0064816,           0.0064816,           0.0064816
                 131,            0.025761,             0.01478,           0.0030508,             0.92906,             0.85534,             0.93105,             0.58304,            0.031413,            0.011007,            0.002929,           0.0064356,           0.0064356,           0.0064356
                 132,            0.026252,            0.015038,            0.003154,             0.90723,             0.86257,             0.92166,             0.58076,            0.030921,             0.01078,           0.0036187,           0.0063895,           0.0063895,           0.0063895
                 133,            0.025393,            0.014232,           0.0027752,             0.88034,             0.86252,             0.91598,             0.56603,            0.031959,            0.011008,           0.0029822,           0.0063432,           0.0063432,           0.0063432
                 134,            0.025956,             0.01485,           0.0032456,             0.90643,             0.84515,             0.91504,             0.55623,            0.033087,            0.010729,           0.0043405,           0.0062969,           0.0062969,           0.0062969
                 135,            0.025703,            0.014901,           0.0029507,             0.90567,             0.87088,             0.92923,             0.58495,            0.031819,            0.010594,             0.00306,           0.0062505,           0.0062505,           0.0062505
                 136,            0.025563,            0.015236,           0.0031066,             0.94204,             0.83828,             0.91762,             0.57158,             0.03204,            0.010768,           0.0029769,            0.006204,            0.006204,            0.006204
                 137,            0.025265,            0.014428,            0.002999,             0.90606,             0.87311,              0.9216,             0.57273,            0.032192,            0.010819,           0.0029604,           0.0061574,           0.0061574,           0.0061574
                 138,              0.0255,            0.014993,           0.0028841,             0.93365,             0.85554,             0.91671,             0.56778,            0.032181,            0.010812,           0.0029872,           0.0061107,           0.0061107,           0.0061107
                 139,            0.025948,            0.014703,           0.0031298,             0.94826,             0.83882,             0.91506,              0.5706,            0.032621,            0.010977,           0.0027287,            0.006064,            0.006064,            0.006064
                 140,            0.025043,            0.014589,           0.0030721,             0.92487,             0.84747,             0.91053,             0.57034,            0.032636,              0.0108,           0.0030884,           0.0060172,           0.0060172,           0.0060172
                 141,            0.025794,            0.014794,           0.0031079,             0.88723,             0.85667,              0.9116,             0.57278,            0.032635,            0.010724,           0.0030874,           0.0059704,           0.0059704,           0.0059704
                 142,            0.025416,            0.014713,           0.0030439,             0.88314,             0.86348,             0.91561,             0.56934,            0.032473,            0.010914,           0.0032482,           0.0059235,           0.0059235,           0.0059235
                 143,            0.024855,             0.01455,           0.0031401,             0.90607,             0.85072,             0.92337,             0.57708,            0.032307,            0.010749,           0.0030161,           0.0058766,           0.0058766,           0.0058766
                 144,            0.025237,            0.014446,           0.0029044,             0.90246,             0.88658,             0.92453,             0.58372,             0.03146,              0.0108,           0.0025896,           0.0058296,           0.0058296,           0.0058296
                 145,            0.025039,            0.014069,           0.0029644,             0.93601,             0.85225,             0.91503,             0.58156,            0.031755,            0.010698,           0.0031226,           0.0057826,           0.0057826,           0.0057826
                 146,            0.025485,            0.014442,           0.0029668,             0.92881,             0.85326,             0.92062,             0.56929,            0.032174,            0.010746,           0.0028473,           0.0057355,           0.0057355,           0.0057355
                 147,             0.02553,            0.014377,           0.0028755,               0.915,             0.85784,             0.91787,             0.57457,            0.032101,            0.010601,           0.0025697,           0.0056884,           0.0056884,           0.0056884
                 148,            0.024921,            0.014508,           0.0028316,             0.90941,               0.867,             0.91658,             0.56751,            0.032715,             0.01067,           0.0025935,           0.0056413,           0.0056413,           0.0056413
